schema_version,collection_boundary,mapping_mode,requested_period_start,requested_period_end,observed_coverage_start,observed_coverage_end,as_of_date,coverage_status,rank_scope,universe_ticker_count_for_date,slot_label,rank_slot,slot_role,candidate_id,evidence_id,resolved_ticker,resolved_company_name,resolved_liquidity_rank,average_traded_value_20d,average_traded_value_window_start,average_traded_value_window_end,source_type,source_ref,market_cap_proxy,market_cap_status,market_cap_as_of_date,mapping_status,not_strategy_composition,no_feedback_check
v1_3_liquidity_top5_mapping_period.v1,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-06-30,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,liquidity_top5_supplemental_slot_4,4,supplemental_liquidity_top5_context_slot,,,035420,,4,570431205325.0,2025-05-30,2025-06-30,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/035420_daily_prices.csv,,not_collected_for_full_local_universe_rank,,dynamic_full_local_universe_top5_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_liquidity_top5_mapping_period.v1,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-06-30,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,liquidity_top5_supplemental_slot_5,5,supplemental_liquidity_top5_context_slot,,,035720,,5,454120116760.0,2025-05-30,2025-06-30,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/035720_daily_prices.csv,,not_collected_for_full_local_universe_rank,,dynamic_full_local_universe_top5_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_liquidity_top5_mapping_period.v1,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-07-01,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_high_turnover_candidate_slot,1,candidate_liquidity_rank_slot,sc_v1_3_high_turnover,ee_v1_0_rc_sc_v1_3_high_turnover_1d_5101aca49335,005930,삼성전자,1,1119591714320.0,2025-06-02,2025-07-01,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/005930_daily_prices.csv,1660343124672000,available_from_latest_approved_snapshot,2026-05-13,dynamic_full_local_universe_top5_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_liquidity_top5_mapping_period.v1,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-07-01,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_missing_liquidity_candidate_slot,2,candidate_liquidity_rank_slot,sc_v1_3_missing_liquidity,ee_v1_0_rc_sc_v1_3_missing_liquidity_1d_189794a48a70,000660,SK하이닉스,2,1089661359875.0,2025-06-02,2025-07-01,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/000660_daily_prices.csv,1408299873240000,available_from_latest_approved_snapshot,2026-05-13,dynamic_full_local_universe_top5_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_liquidity_top5_mapping_period.v1,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-07-01,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,liquidity_top5_supplemental_slot_3,3,supplemental_liquidity_top5_context_slot,,,034020,,3,819357022782.5,2025-06-02,2025-07-01,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/034020_daily_prices.csv,,not_collected_for_full_local_universe_rank,,dynamic_full_local_universe_top5_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_liquidity_top5_mapping_period.v1,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-07-01,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,liquidity_top5_supplemental_slot_4,4,supplemental_liquidity_top5_context_slot,,,035420,,4,584623434125.0,2025-06-02,2025-07-01,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/035420_daily_prices.csv,,not_collected_for_full_local_universe_rank,,dynamic_full_local_universe_top5_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_liquidity_top5_mapping_period.v1,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-07-01,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,liquidity_top5_supplemental_slot_5,5,supplemental_liquidity_top5_context_slot,,,035720,,5,461174718310.0,2025-06-02,2025-07-01,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/035720_daily_prices.csv,,not_collected_for_full_local_universe_rank,,dynamic_full_local_universe_top5_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_liquidity_top5_mapping_period.v1,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-07-02,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_high_turnover_candidate_slot,1,candidate_liquidity_rank_slot,sc_v1_3_high_turnover,ee_v1_0_rc_sc_v1_3_high_turnover_1d_5101aca49335,000660,SK하이닉스,1,1136831614075.0,2025-06-04,2025-07-02,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/000660_daily_prices.csv,1408299873240000,available_from_latest_approved_snapshot,2026-05-13,dynamic_full_local_universe_top5_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_liquidity_top5_mapping_period.v1,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-07-02,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_missing_liquidity_candidate_slot,2,candidate_liquidity_rank_slot,sc_v1_3_missing_liquidity,ee_v1_0_rc_sc_v1_3_missing_liquidity_1d_189794a48a70,005930,삼성전자,2,1128785222760.0,2025-06-04,2025-07-02,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/005930_daily_prices.csv,1660343124672000,available_from_latest_approved_snapshot,2026-05-13,dynamic_full_local_universe_top5_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_liquidity_top5_mapping_period.v1,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-07-02,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,liquidity_top5_supplemental_slot_3,3,supplemental_liquidity_top5_context_slot,,,034020,,3,835865263307.5,2025-06-04,2025-07-02,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/034020_daily_prices.csv,,not_collected_for_full_local_universe_rank,,dynamic_full_local_universe_top5_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_liquidity_top5_mapping_period.v1,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-07-02,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,liquidity_top5_supplemental_slot_4,4,supplemental_liquidity_top5_context_slot,,,035420,,4,604389239500.0,2025-06-04,2025-07-02,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/035420_daily_prices.csv,,not_collected_for_full_local_universe_rank,,dynamic_full_local_universe_top5_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_liquidity_top5_mapping_period.v1,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-07-02,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,liquidity_top5_supplemental_slot_5,5,supplemental_liquidity_top5_context_slot,,,035720,,5,465426753320.0,2025-06-04,2025-07-02,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/035720_daily_prices.csv,,not_collected_for_full_local_universe_rank,,dynamic_full_local_universe_top5_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_liquidity_top5_mapping_period.v1,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-07-03,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_high_turnover_candidate_slot,1,candidate_liquidity_rank_slot,sc_v1_3_high_turnover,ee_v1_0_rc_sc_v1_3_high_turnover_1d_5101aca49335,005930,삼성전자,1,1174206410300.0,2025-06-05,2025-07-03,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/005930_daily_prices.csv,1660343124672000,available_from_latest_approved_snapshot,2026-05-13,dynamic_full_local_universe_top5_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_liquidity_top5_mapping_period.v1,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-07-03,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_missing_liquidity_candidate_slot,2,candidate_liquidity_rank_slot,sc_v1_3_missing_liquidity,ee_v1_0_rc_sc_v1_3_missing_liquidity_1d_189794a48a70,000660,SK하이닉스,2,1131991583825.0,2025-06-05,2025-07-03,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/000660_daily_prices.csv,1408299873240000,available_from_latest_approved_snapshot,2026-05-13,dynamic_full_local_universe_top5_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_liquidity_top5_mapping_period.v1,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-07-03,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,liquidity_top5_supplemental_slot_3,3,supplemental_liquidity_top5_context_slot,,,034020,,3,833196933630.0,2025-06-05,2025-07-03,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/034020_daily_prices.csv,,not_collected_for_full_local_universe_rank,,dynamic_full_local_universe_top5_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_liquidity_top5_mapping_period.v1,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-07-03,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,liquidity_top5_supplemental_slot_4,4,supplemental_liquidity_top5_context_slot,,,035420,,4,612088709025.0,2025-06-05,2025-07-03,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/035420_daily_prices.csv,,not_collected_for_full_local_universe_rank,,dynamic_full_local_universe_top5_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_liquidity_top5_mapping_period.v1,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-07-03,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,liquidity_top5_supplemental_slot_5,5,supplemental_liquidity_top5_context_slot,,,035720,,5,467349525895.0,2025-06-05,2025-07-03,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/035720_daily_prices.csv,,not_collected_for_full_local_universe_rank,,dynamic_full_local_universe_top5_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_liquidity_top5_mapping_period.v1,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-07-04,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_high_turnover_candidate_slot,1,candidate_liquidity_rank_slot,sc_v1_3_high_turnover,ee_v1_0_rc_sc_v1_3_high_turnover_1d_5101aca49335,005930,삼성전자,1,1180620755750.0,2025-06-09,2025-07-04,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/005930_daily_prices.csv,1660343124672000,available_from_latest_approved_snapshot,2026-05-13,dynamic_full_local_universe_top5_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_liquidity_top5_mapping_period.v1,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-07-04,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_missing_liquidity_candidate_slot,2,candidate_liquidity_rank_slot,sc_v1_3_missing_liquidity,ee_v1_0_rc_sc_v1_3_missing_liquidity_1d_189794a48a70,000660,SK하이닉스,2,1116673072800.0,2025-06-09,2025-07-04,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/000660_daily_prices.csv,1408299873240000,available_from_latest_approved_snapshot,2026-05-13,dynamic_full_local_universe_top5_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_liquidity_top5_mapping_period.v1,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-07-04,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,liquidity_top5_supplemental_slot_3,3,supplemental_liquidity_top5_context_slot,,,034020,,3,810800195445.0,2025-06-09,2025-07-04,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/034020_daily_prices.csv,,not_collected_for_full_local_universe_rank,,dynamic_full_local_universe_top5_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_liquidity_top5_mapping_period.v1,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-07-04,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,liquidity_top5_supplemental_slot_4,4,supplemental_liquidity_top5_context_slot,,,035420,,4,614267930585.0,2025-06-09,2025-07-04,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/035420_daily_prices.csv,,not_collected_for_full_local_universe_rank,,dynamic_full_local_universe_top5_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_liquidity_top5_mapping_period.v1,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-07-04,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,liquidity_top5_supplemental_slot_5,5,supplemental_liquidity_top5_context_slot,,,035720,,5,462324614870.0,2025-06-09,2025-07-04,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/035720_daily_prices.csv,,not_collected_for_full_local_universe_rank,,dynamic_full_local_universe_top5_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_liquidity_top5_mapping_period.v1,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-07-07,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_high_turnover_candidate_slot,1,candidate_liquidity_rank_slot,sc_v1_3_high_turnover,ee_v1_0_rc_sc_v1_3_high_turnover_1d_5101aca49335,005930,삼성전자,1,1174940999520.0,2025-06-10,2025-07-07,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/005930_daily_prices.csv,1660343124672000,available_from_latest_approved_snapshot,2026-05-13,dynamic_full_local_universe_top5_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_liquidity_top5_mapping_period.v1,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-07-07,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_missing_liquidity_candidate_slot,2,candidate_liquidity_rank_slot,sc_v1_3_missing_liquidity,ee_v1_0_rc_sc_v1_3_missing_liquidity_1d_189794a48a70,000660,SK하이닉스,2,1108890703200.0,2025-06-10,2025-07-07,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/000660_daily_prices.csv,1408299873240000,available_from_latest_approved_snapshot,2026-05-13,dynamic_full_local_universe_top5_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_liquidity_top5_mapping_period.v1,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-07-07,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,liquidity_top5_supplemental_slot_3,3,supplemental_liquidity_top5_context_slot,,,034020,,3,809228903445.0,2025-06-10,2025-07-07,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/034020_daily_prices.csv,,not_collected_for_full_local_universe_rank,,dynamic_full_local_universe_top5_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_liquidity_top5_mapping_period.v1,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-07-07,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,liquidity_top5_supplemental_slot_4,4,supplemental_liquidity_top5_context_slot,,,035420,,4,615347635235.0,2025-06-10,2025-07-07,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/035420_daily_prices.csv,,not_collected_for_full_local_universe_rank,,dynamic_full_local_universe_top5_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_liquidity_top5_mapping_period.v1,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-07-07,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,liquidity_top5_supplemental_slot_5,5,supplemental_liquidity_top5_context_slot,,,035720,,5,439123339530.0,2025-06-10,2025-07-07,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/035720_daily_prices.csv,,not_collected_for_full_local_universe_rank,,dynamic_full_local_universe_top5_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_liquidity_top5_mapping_period.v1,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-07-08,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_high_turnover_candidate_slot,1,candidate_liquidity_rank_slot,sc_v1_3_high_turnover,ee_v1_0_rc_sc_v1_3_high_turnover_1d_5101aca49335,005930,삼성전자,1,1191692082600.0,2025-06-11,2025-07-08,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/005930_daily_prices.csv,1660343124672000,available_from_latest_approved_snapshot,2026-05-13,dynamic_full_local_universe_top5_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_liquidity_top5_mapping_period.v1,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-07-08,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_missing_liquidity_candidate_slot,2,candidate_liquidity_rank_slot,sc_v1_3_missing_liquidity,ee_v1_0_rc_sc_v1_3_missing_liquidity_1d_189794a48a70,000660,SK하이닉스,2,1110016673825.0,2025-06-11,2025-07-08,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/000660_daily_prices.csv,1408299873240000,available_from_latest_approved_snapshot,2026-05-13,dynamic_full_local_universe_top5_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_liquidity_top5_mapping_period.v1,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-07-08,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,liquidity_top5_supplemental_slot_3,3,supplemental_liquidity_top5_context_slot,,,034020,,3,813422470755.0,2025-06-11,2025-07-08,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/034020_daily_prices.csv,,not_collected_for_full_local_universe_rank,,dynamic_full_local_universe_top5_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_liquidity_top5_mapping_period.v1,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-07-08,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,liquidity_top5_supplemental_slot_4,4,supplemental_liquidity_top5_context_slot,,,035420,,4,617886849935.0,2025-06-11,2025-07-08,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/035420_daily_prices.csv,,not_collected_for_full_local_universe_rank,,dynamic_full_local_universe_top5_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_liquidity_top5_mapping_period.v1,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-07-08,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,liquidity_top5_supplemental_slot_5,5,supplemental_liquidity_top5_context_slot,,,035720,,5,424040963170.0,2025-06-11,2025-07-08,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/035720_daily_prices.csv,,not_collected_for_full_local_universe_rank,,dynamic_full_local_universe_top5_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_liquidity_top5_mapping_period.v1,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-07-09,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_high_turnover_candidate_slot,1,candidate_liquidity_rank_slot,sc_v1_3_high_turnover,ee_v1_0_rc_sc_v1_3_high_turnover_1d_5101aca49335,005930,삼성전자,1,1203878847570.0,2025-06-12,2025-07-09,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/005930_daily_prices.csv,1660343124672000,available_from_latest_approved_snapshot,2026-05-13,dynamic_full_local_universe_top5_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_liquidity_top5_mapping_period.v1,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-07-09,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_missing_liquidity_candidate_slot,2,candidate_liquidity_rank_slot,sc_v1_3_missing_liquidity,ee_v1_0_rc_sc_v1_3_missing_liquidity_1d_189794a48a70,000660,SK하이닉스,2,1096153722025.0,2025-06-12,2025-07-09,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/000660_daily_prices.csv,1408299873240000,available_from_latest_approved_snapshot,2026-05-13,dynamic_full_local_universe_top5_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_liquidity_top5_mapping_period.v1,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-07-09,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,liquidity_top5_supplemental_slot_3,3,supplemental_liquidity_top5_context_slot,,,034020,,3,799425000415.0,2025-06-12,2025-07-09,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/034020_daily_prices.csv,,not_collected_for_full_local_universe_rank,,dynamic_full_local_universe_top5_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_liquidity_top5_mapping_period.v1,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-07-09,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,liquidity_top5_supplemental_slot_4,4,supplemental_liquidity_top5_context_slot,,,035420,,4,624836637685.0,2025-06-12,2025-07-09,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/035420_daily_prices.csv,,not_collected_for_full_local_universe_rank,,dynamic_full_local_universe_top5_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
