schema_version,collection_boundary,mapping_mode,requested_period_start,requested_period_end,observed_coverage_start,observed_coverage_end,as_of_date,coverage_status,rank_scope,universe_ticker_count_for_date,candidate_id,evidence_id,rank_slot,slot_reason,resolved_ticker,resolved_company_name,resolved_liquidity_rank,average_traded_value_20d,average_traded_value_window_start,average_traded_value_window_end,source_type,source_ref,market_cap_proxy,market_cap_status,market_cap_as_of_date,candidate_mapping_status,not_strategy_composition,no_feedback_check
v1_3_candidate_ticker_mapping_period.v3,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-05-26,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_high_turnover,ee_v1_0_rc_sc_v1_3_high_turnover_1d_5101aca49335,1,highest_20d_average_traded_value_for_requested_as_of_date,005930,삼성전자,1,699697435425.0,2025-04-24,2025-05-26,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/005930_daily_prices.csv,1660343124672000,available_from_latest_approved_snapshot,2026-05-13,dynamic_full_local_universe_rank_slot_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_candidate_ticker_mapping_period.v3,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-05-26,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_missing_liquidity,ee_v1_0_rc_sc_v1_3_missing_liquidity_1d_189794a48a70,2,next_highest_20d_average_traded_value_for_requested_as_of_date,000660,SK하이닉스,2,526909770495.0,2025-04-24,2025-05-26,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/000660_daily_prices.csv,1408299873240000,available_from_latest_approved_snapshot,2026-05-13,dynamic_full_local_universe_rank_slot_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_candidate_ticker_mapping_period.v4,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-05-26,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_low_drag,ee_v1_0_rc_sc_v1_3_low_drag_1d_3955d197ec26,4,first_top5_supplemental_slot_with_complete_market_cap_and_liquidity_fields,042660,,4,303211649600.0,2025-04-24,2025-05-26,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/042660_daily_prices.csv,,not_collected_for_full_local_universe_rank,,dynamic_full_local_universe_rank_slot_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_candidate_ticker_mapping_period.v3,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-05-27,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_high_turnover,ee_v1_0_rc_sc_v1_3_high_turnover_1d_5101aca49335,1,highest_20d_average_traded_value_for_requested_as_of_date,005930,삼성전자,1,706450591880.0,2025-04-25,2025-05-27,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/005930_daily_prices.csv,1660343124672000,available_from_latest_approved_snapshot,2026-05-13,dynamic_full_local_universe_rank_slot_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_candidate_ticker_mapping_period.v3,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-05-27,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_missing_liquidity,ee_v1_0_rc_sc_v1_3_missing_liquidity_1d_189794a48a70,2,next_highest_20d_average_traded_value_for_requested_as_of_date,000660,SK하이닉스,2,513146424255.0,2025-04-25,2025-05-27,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/000660_daily_prices.csv,1408299873240000,available_from_latest_approved_snapshot,2026-05-13,dynamic_full_local_universe_rank_slot_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_candidate_ticker_mapping_period.v4,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-05-27,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_low_drag,ee_v1_0_rc_sc_v1_3_low_drag_1d_3955d197ec26,4,first_top5_supplemental_slot_with_complete_market_cap_and_liquidity_fields,042660,,4,298537911940.0,2025-04-25,2025-05-27,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/042660_daily_prices.csv,,not_collected_for_full_local_universe_rank,,dynamic_full_local_universe_rank_slot_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_candidate_ticker_mapping_period.v3,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-05-28,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_high_turnover,ee_v1_0_rc_sc_v1_3_high_turnover_1d_5101aca49335,1,highest_20d_average_traded_value_for_requested_as_of_date,005930,삼성전자,1,721478104010.0,2025-04-28,2025-05-28,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/005930_daily_prices.csv,1660343124672000,available_from_latest_approved_snapshot,2026-05-13,dynamic_full_local_universe_rank_slot_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_candidate_ticker_mapping_period.v3,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-05-28,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_missing_liquidity,ee_v1_0_rc_sc_v1_3_missing_liquidity_1d_189794a48a70,2,next_highest_20d_average_traded_value_for_requested_as_of_date,000660,SK하이닉스,2,513680771255.0,2025-04-28,2025-05-28,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/000660_daily_prices.csv,1408299873240000,available_from_latest_approved_snapshot,2026-05-13,dynamic_full_local_universe_rank_slot_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_candidate_ticker_mapping_period.v4,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-05-28,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_low_drag,ee_v1_0_rc_sc_v1_3_low_drag_1d_3955d197ec26,4,first_top5_supplemental_slot_with_complete_market_cap_and_liquidity_fields,042660,,4,273270147265.0,2025-04-28,2025-05-28,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/042660_daily_prices.csv,,not_collected_for_full_local_universe_rank,,dynamic_full_local_universe_rank_slot_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_candidate_ticker_mapping_period.v3,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-05-29,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_high_turnover,ee_v1_0_rc_sc_v1_3_high_turnover_1d_5101aca49335,1,highest_20d_average_traded_value_for_requested_as_of_date,005930,삼성전자,1,731703020840.0,2025-04-29,2025-05-29,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/005930_daily_prices.csv,1660343124672000,available_from_latest_approved_snapshot,2026-05-13,dynamic_full_local_universe_rank_slot_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_candidate_ticker_mapping_period.v3,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-05-29,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_missing_liquidity,ee_v1_0_rc_sc_v1_3_missing_liquidity_1d_189794a48a70,2,next_highest_20d_average_traded_value_for_requested_as_of_date,000660,SK하이닉스,2,531907313655.0,2025-04-29,2025-05-29,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/000660_daily_prices.csv,1408299873240000,available_from_latest_approved_snapshot,2026-05-13,dynamic_full_local_universe_rank_slot_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_candidate_ticker_mapping_period.v4,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-05-29,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_low_drag,ee_v1_0_rc_sc_v1_3_low_drag_1d_3955d197ec26,4,first_top5_supplemental_slot_with_complete_market_cap_and_liquidity_fields,042660,,4,250565478175.0,2025-04-29,2025-05-29,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/042660_daily_prices.csv,,not_collected_for_full_local_universe_rank,,dynamic_full_local_universe_rank_slot_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_candidate_ticker_mapping_period.v3,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-05-30,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_high_turnover,ee_v1_0_rc_sc_v1_3_high_turnover_1d_5101aca49335,1,highest_20d_average_traded_value_for_requested_as_of_date,005930,삼성전자,1,776655834850.0,2025-04-30,2025-05-30,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/005930_daily_prices.csv,1660343124672000,available_from_latest_approved_snapshot,2026-05-13,dynamic_full_local_universe_rank_slot_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_candidate_ticker_mapping_period.v3,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-05-30,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_missing_liquidity,ee_v1_0_rc_sc_v1_3_missing_liquidity_1d_189794a48a70,2,next_highest_20d_average_traded_value_for_requested_as_of_date,000660,SK하이닉스,2,564387455515.0,2025-04-30,2025-05-30,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/000660_daily_prices.csv,1408299873240000,available_from_latest_approved_snapshot,2026-05-13,dynamic_full_local_universe_rank_slot_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_candidate_ticker_mapping_period.v4,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-05-30,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_low_drag,ee_v1_0_rc_sc_v1_3_low_drag_1d_3955d197ec26,4,first_top5_supplemental_slot_with_complete_market_cap_and_liquidity_fields,012450,,4,232384354900.0,2025-04-30,2025-05-30,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/012450_daily_prices.csv,,not_collected_for_full_local_universe_rank,,dynamic_full_local_universe_rank_slot_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_candidate_ticker_mapping_period.v3,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-06-02,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_high_turnover,ee_v1_0_rc_sc_v1_3_high_turnover_1d_5101aca49335,1,highest_20d_average_traded_value_for_requested_as_of_date,005930,삼성전자,1,777093722975.0,2025-05-02,2025-06-02,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/005930_daily_prices.csv,1660343124672000,available_from_latest_approved_snapshot,2026-05-13,dynamic_full_local_universe_rank_slot_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_candidate_ticker_mapping_period.v3,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-06-02,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_missing_liquidity,ee_v1_0_rc_sc_v1_3_missing_liquidity_1d_189794a48a70,2,next_highest_20d_average_traded_value_for_requested_as_of_date,000660,SK하이닉스,2,561914934640.0,2025-05-02,2025-06-02,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/000660_daily_prices.csv,1408299873240000,available_from_latest_approved_snapshot,2026-05-13,dynamic_full_local_universe_rank_slot_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_candidate_ticker_mapping_period.v4,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-06-02,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_low_drag,ee_v1_0_rc_sc_v1_3_low_drag_1d_3955d197ec26,4,first_top5_supplemental_slot_with_complete_market_cap_and_liquidity_fields,012450,,4,218619838500.0,2025-05-02,2025-06-02,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/012450_daily_prices.csv,,not_collected_for_full_local_universe_rank,,dynamic_full_local_universe_rank_slot_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_candidate_ticker_mapping_period.v3,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-06-04,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_high_turnover,ee_v1_0_rc_sc_v1_3_high_turnover_1d_5101aca49335,1,highest_20d_average_traded_value_for_requested_as_of_date,005930,삼성전자,1,772919009985.0,2025-05-07,2025-06-04,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/005930_daily_prices.csv,1660343124672000,available_from_latest_approved_snapshot,2026-05-13,dynamic_full_local_universe_rank_slot_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_candidate_ticker_mapping_period.v3,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-06-04,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_missing_liquidity,ee_v1_0_rc_sc_v1_3_missing_liquidity_1d_189794a48a70,2,next_highest_20d_average_traded_value_for_requested_as_of_date,000660,SK하이닉스,2,581323836190.0,2025-05-07,2025-06-04,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/000660_daily_prices.csv,1408299873240000,available_from_latest_approved_snapshot,2026-05-13,dynamic_full_local_universe_rank_slot_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_candidate_ticker_mapping_period.v4,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-06-04,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_low_drag,ee_v1_0_rc_sc_v1_3_low_drag_1d_3955d197ec26,4,first_top5_supplemental_slot_with_complete_market_cap_and_liquidity_fields,012450,,4,216674148450.0,2025-05-07,2025-06-04,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/012450_daily_prices.csv,,not_collected_for_full_local_universe_rank,,dynamic_full_local_universe_rank_slot_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_candidate_ticker_mapping_period.v3,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-06-05,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_high_turnover,ee_v1_0_rc_sc_v1_3_high_turnover_1d_5101aca49335,1,highest_20d_average_traded_value_for_requested_as_of_date,005930,삼성전자,1,794886134340.0,2025-05-08,2025-06-05,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/005930_daily_prices.csv,1660343124672000,available_from_latest_approved_snapshot,2026-05-13,dynamic_full_local_universe_rank_slot_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_candidate_ticker_mapping_period.v3,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-06-05,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_missing_liquidity,ee_v1_0_rc_sc_v1_3_missing_liquidity_1d_189794a48a70,2,next_highest_20d_average_traded_value_for_requested_as_of_date,000660,SK하이닉스,2,609536190660.0,2025-05-08,2025-06-05,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/000660_daily_prices.csv,1408299873240000,available_from_latest_approved_snapshot,2026-05-13,dynamic_full_local_universe_rank_slot_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_candidate_ticker_mapping_period.v4,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-06-05,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_low_drag,ee_v1_0_rc_sc_v1_3_low_drag_1d_3955d197ec26,4,first_top5_supplemental_slot_with_complete_market_cap_and_liquidity_fields,012450,,4,218997605450.0,2025-05-08,2025-06-05,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/012450_daily_prices.csv,,not_collected_for_full_local_universe_rank,,dynamic_full_local_universe_rank_slot_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_candidate_ticker_mapping_period.v3,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-06-09,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_high_turnover,ee_v1_0_rc_sc_v1_3_high_turnover_1d_5101aca49335,1,highest_20d_average_traded_value_for_requested_as_of_date,005930,삼성전자,1,808963962390.0,2025-05-09,2025-06-09,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/005930_daily_prices.csv,1660343124672000,available_from_latest_approved_snapshot,2026-05-13,dynamic_full_local_universe_rank_slot_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_candidate_ticker_mapping_period.v3,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-06-09,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_missing_liquidity,ee_v1_0_rc_sc_v1_3_missing_liquidity_1d_189794a48a70,2,next_highest_20d_average_traded_value_for_requested_as_of_date,000660,SK하이닉스,2,602745337510.0,2025-05-09,2025-06-09,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/000660_daily_prices.csv,1408299873240000,available_from_latest_approved_snapshot,2026-05-13,dynamic_full_local_universe_rank_slot_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_candidate_ticker_mapping_period.v4,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-06-09,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_low_drag,ee_v1_0_rc_sc_v1_3_low_drag_1d_3955d197ec26,4,first_top5_supplemental_slot_with_complete_market_cap_and_liquidity_fields,012450,,4,217199865700.0,2025-05-09,2025-06-09,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/012450_daily_prices.csv,,not_collected_for_full_local_universe_rank,,dynamic_full_local_universe_rank_slot_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_candidate_ticker_mapping_period.v3,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-06-10,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_high_turnover,ee_v1_0_rc_sc_v1_3_high_turnover_1d_5101aca49335,1,highest_20d_average_traded_value_for_requested_as_of_date,005930,삼성전자,1,832857769710.0,2025-05-12,2025-06-10,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/005930_daily_prices.csv,1660343124672000,available_from_latest_approved_snapshot,2026-05-13,dynamic_full_local_universe_rank_slot_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_candidate_ticker_mapping_period.v3,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-06-10,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_missing_liquidity,ee_v1_0_rc_sc_v1_3_missing_liquidity_1d_189794a48a70,2,next_highest_20d_average_traded_value_for_requested_as_of_date,000660,SK하이닉스,2,621461828275.0,2025-05-12,2025-06-10,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/000660_daily_prices.csv,1408299873240000,available_from_latest_approved_snapshot,2026-05-13,dynamic_full_local_universe_rank_slot_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_candidate_ticker_mapping_period.v4,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-06-10,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_low_drag,ee_v1_0_rc_sc_v1_3_low_drag_1d_3955d197ec26,4,first_top5_supplemental_slot_with_complete_market_cap_and_liquidity_fields,012450,,4,216827213100.0,2025-05-12,2025-06-10,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/012450_daily_prices.csv,,not_collected_for_full_local_universe_rank,,dynamic_full_local_universe_rank_slot_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_candidate_ticker_mapping_period.v3,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-06-11,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_high_turnover,ee_v1_0_rc_sc_v1_3_high_turnover_1d_5101aca49335,1,highest_20d_average_traded_value_for_requested_as_of_date,005930,삼성전자,1,829227576280.0,2025-05-13,2025-06-11,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/005930_daily_prices.csv,1660343124672000,available_from_latest_approved_snapshot,2026-05-13,dynamic_full_local_universe_rank_slot_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_candidate_ticker_mapping_period.v3,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-06-11,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_missing_liquidity,ee_v1_0_rc_sc_v1_3_missing_liquidity_1d_189794a48a70,2,next_highest_20d_average_traded_value_for_requested_as_of_date,000660,SK하이닉스,2,656384261275.0,2025-05-13,2025-06-11,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/000660_daily_prices.csv,1408299873240000,available_from_latest_approved_snapshot,2026-05-13,dynamic_full_local_universe_rank_slot_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
v1_3_candidate_ticker_mapping_period.v4,evidence_only_generated_artifact_not_for_valuation_scoring_trading_or_production_ranking,rolling_rank_slot_desc_average_traded_value_20d,2025-03-31,2026-05-13,2025-03-31,2026-05-12,2025-06-11,observed_local_daily_rank_date,full_local_kospi200_daily_universe_files,309,sc_v1_3_low_drag,ee_v1_0_rc_sc_v1_3_low_drag_1d_3955d197ec26,4,first_top5_supplemental_slot_with_complete_market_cap_and_liquidity_fields,012450,,4,223901289600.0,2025-05-13,2025-06-11,full_local_daily_price_close_times_volume_rolling_20d,data/historical_kospi200/prices/012450_daily_prices.csv,,not_collected_for_full_local_universe_rank,,dynamic_full_local_universe_rank_slot_resolution_for_as_of_date,true,rank_uses_only_existing_local_price_volume_or_approved_snapshot_values_available_for_the_as_of_date
